Administrative,Informational,ProductRelated,ExitRates,PageValues,SpecialDay,Month,Region,TrafficType,VisitorType0,VisitorType1,Weekend,Revenue
16,0,46,0.014488016999999999,0.0,0.0,11,4,1,0.0,1.0,1,0
1,0,19,0.027777778,19.59533333,0.0,5,2,4,0.0,1.0,1,1
0,0,15,0.006666666999999999,0.0,0.0,11,1,11,0.0,1.0,1,0
3,0,13,0.013333333000000001,0.0,0.0,3,5,2,0.0,1.0,0,0
0,0,30,0.009166667,0.0,0.0,12,1,2,0.0,1.0,0,0
0,0,2,0.1,0.0,0.0,10,1,2,0.0,0.0,0,0
2,0,5,0.05,0.0,0.0,5,1,15,0.0,1.0,1,0
0,0,1,0.2,0.0,0.0,10,1,20,0.0,1.0,0,1
1,0,27,0.017354497,0.0,0.0,11,1,13,0.0,1.0,0,0
0,2,15,0.013333333000000001,0.0,0.0,5,4,2,0.0,1.0,1,0
0,0,37,0.014414413999999999,0.0,0.0,3,1,3,0.0,1.0,1,0
5,0,86,0.004061303,0.0,0.0,10,9,3,0.0,1.0,1,0
5,0,234,0.011613896,21.03233592,0.0,11,3,3,0.0,1.0,0,1
3,2,93,0.026687597999999996,0.0,0.0,9,9,2,0.0,1.0,0,1
0,0,25,0.034933333,0.0,0.0,3,8,10,0.0,1.0,0,0
4,0,13,0.0016666670000000001,27.306366600000004,0.0,3,1,2,0.0,1.0,0,1
2,0,14,0.014285714,0.0,0.0,5,8,11,0.0,0.0,0,0
0,0,15,0.04,0.0,0.0,3,2,3,0.0,1.0,0,0
0,0,17,0.07647058799999999,0.0,0.0,5,4,2,0.0,1.0,0,0
0,0,51,0.013071895,0.0,0.0,11,1,2,0.0,1.0,1,0
3,0,4,0.028571429,0.0,0.0,11,6,2,0.0,0.0,0,0
13,0,10,0.033333333,0.0,0.0,10,2,20,0.0,1.0,1,1
2,0,81,0.008860759000000001,0.0,0.0,9,1,3,0.0,1.0,0,1
0,0,11,0.036363636,0.0,0.0,12,6,2,0.0,0.0,1,0
0,0,6,0.094444444,0.0,0.0,5,1,3,0.0,1.0,0,0
0,0,5,0.02,0.0,0.0,5,1,3,0.0,1.0,0,0
16,0,147,0.010521398000000001,0.0,0.0,11,1,8,0.0,1.0,0,1
0,3,11,0.040384615,0.0,0.0,6,2,2,0.0,1.0,0,0
3,0,20,0.009090909,0.0,0.0,11,1,3,0.0,1.0,0,0
1,0,18,0.02,22.977285600000002,0.0,11,2,13,0.0,1.0,0,1
0,0,6,0.04,0.0,0.0,3,1,1,0.0,1.0,0,0
1,0,3,0.2,0.0,0.0,5,4,4,0.0,1.0,1,0
1,0,82,0.019584736000000002,0.0,0.0,11,1,6,0.0,1.0,0,0
0,0,10,0.018181818,17.29676376,0.0,10,5,2,0.0,0.0,1,1
2,2,37,0.0242741,3.978276423,0.0,3,7,2,0.0,1.0,0,1
2,0,20,0.00952381,18.584761899999997,0.0,3,1,3,0.0,1.0,0,0
2,0,7,0.05,0.0,0.0,10,1,1,0.0,1.0,0,0
5,0,25,0.02,0.0,0.0,3,1,3,0.0,1.0,1,0
17,1,83,0.019375648,0.0,0.0,10,2,1,0.0,1.0,1,1
1,0,9,0.02,0.0,0.0,11,1,2,0.0,1.0,0,0
1,0,13,0.011904762,0.0,0.0,10,3,2,0.0,0.0,0,0
3,5,272,0.022108499,0.0,0.0,11,1,2,0.0,1.0,0,0
0,0,8,0.108333333,0.0,0.6,5,1,19,0.0,1.0,0,0
5,1,24,0.008035714000000001,64.46185714,0.0,5,4,3,0.0,1.0,0,0
2,0,145,0.013265367,0.7802774029999999,0.0,11,7,3,0.0,1.0,1,1
3,0,19,0.013636364,49.54827273,0.0,5,4,2,0.0,1.0,1,1
0,1,44,0.027424242,0.0,0.0,11,4,2,0.0,1.0,0,1
2,0,4,0.016666667,0.0,0.0,11,3,2,0.0,0.0,0,0
1,2,20,0.015333333000000001,0.0,0.0,12,6,2,0.0,1.0,0,0
2,0,3,0.066666667,0.0,0.0,3,1,2,0.0,1.0,0,0
15,13,343,0.02897116,0.0,0.0,12,1,2,0.0,1.0,0,0
2,0,4,0.033333333,0.0,0.2,5,1,13,0.0,1.0,0,0
0,0,27,0.012345678999999998,0.0,0.0,11,3,2,0.0,0.0,0,0
10,1,55,0.010717178,0.98110865,0.0,11,2,1,0.0,1.0,0,0
1,0,20,0.001428571,0.0,0.0,11,2,2,0.0,1.0,0,0
4,0,20,0.0388,0.0,0.0,12,1,2,0.0,1.0,0,0
0,0,60,0.031793785,0.0,0.0,11,3,2,0.0,1.0,0,1
0,0,1,0.2,0.0,0.0,12,9,20,0.0,1.0,0,0
0,0,14,0.078571429,0.0,0.0,6,2,3,0.0,1.0,0,0
0,0,3,0.066666667,0.0,0.0,5,7,2,0.0,1.0,1,0
0,0,9,0.1,0.0,0.0,5,2,1,0.0,1.0,0,0
2,0,50,0.006339869000000001,0.0,0.0,3,3,2,0.0,1.0,0,0
3,2,23,0.016666667,5.4945,0.0,5,2,11,0.0,1.0,1,1
6,0,55,0.005357143000000001,24.10206377,0.0,12,1,2,0.0,0.0,0,1
3,1,41,0.01804878,6.53004878,0.0,5,1,4,0.0,1.0,0,0
0,0,2,0.1,0.0,0.0,12,4,2,0.0,1.0,0,0
0,0,10,0.04,0.0,0.0,3,4,1,0.0,1.0,0,0
7,0,32,0.026315789,23.5676355,0.0,12,1,1,0.0,1.0,1,0
0,0,7,0.00952381,0.0,0.0,11,1,2,0.0,1.0,0,0
0,2,106,0.017232253,0.0,1.0,5,8,2,0.0,1.0,1,0
0,0,5,0.08,0.0,0.0,6,2,4,0.0,1.0,0,0
2,0,2,0.05,0.0,0.0,3,9,2,0.0,0.0,0,0
7,3,231,0.021838687000000002,0.0,0.0,11,1,2,0.0,1.0,1,0
0,0,12,0.018181818,0.0,0.0,5,8,2,0.0,1.0,0,0
1,0,15,0.011111111000000002,0.0,0.0,12,1,8,0.0,0.0,0,0
0,0,7,0.08,0.0,0.0,12,1,8,0.0,1.0,1,0
1,0,37,0.009047619,0.0,0.0,11,3,2,0.0,0.0,0,0
2,2,10,0.008333333,0.0,0.0,3,8,1,0.0,1.0,0,0
0,2,11,0.066666667,0.0,0.0,12,3,3,0.0,1.0,0,0
0,0,20,0.038333333,0.0,0.0,5,1,4,0.0,1.0,0,0
0,4,66,0.044913928,0.0,0.0,12,6,2,0.0,1.0,0,0
3,0,14,0.028571429,52.74177636,0.0,12,5,10,0.0,1.0,0,1
1,0,15,0.033333333,0.0,0.6,5,1,3,0.0,1.0,0,0
2,0,50,0.013301282,0.0,0.0,11,3,8,0.0,0.0,0,0
0,0,19,0.040350877,0.0,0.0,11,1,1,0.0,1.0,0,0
0,0,1,0.2,0.0,0.2,2,1,3,0.0,1.0,0,0
0,1,26,0.0074074069999999995,0.0,0.0,11,3,1,0.0,1.0,0,0
3,0,39,0.010133221,0.0,0.0,7,4,4,0.0,1.0,0,0
0,0,11,0.026666667,0.0,0.0,11,3,6,0.0,1.0,0,0
2,0,19,0.042857143,13.1307834,0.0,11,1,3,0.0,1.0,0,0
8,6,99,0.006805318,129.10137379999998,0.0,11,2,1,0.0,1.0,1,0
10,2,106,0.012573098999999999,0.850509525,0.0,11,1,1,0.0,1.0,0,1
4,0,15,0.045,0.0,0.8,5,3,2,0.0,1.0,0,0
1,0,14,0.030769231,9.407538462,0.0,5,3,1,0.0,1.0,0,1
0,0,14,0.021428571,0.0,0.0,12,1,2,0.0,0.0,0,0
2,0,21,0.004545455,0.0,0.0,5,7,2,0.0,1.0,0,0
0,3,23,0.025,30.3236,0.6,5,1,4,0.0,1.0,0,1
2,0,38,0.06622807,0.0,0.0,6,2,3,0.0,1.0,0,0
1,1,28,0.019472789,0.0,0.0,7,6,1,0.0,1.0,1,1
0,2,26,0.036666667,8.018832458,0.0,7,1,2,0.0,1.0,1,1
0,0,4,0.125,0.0,0.8,5,7,13,0.0,1.0,0,0
0,0,1,0.2,0.0,0.0,2,4,3,0.0,1.0,0,0
8,0,72,0.002597403,13.36332468,0.0,5,6,3,0.0,1.0,1,0
2,4,20,0.035416667,60.97758829,0.0,12,3,2,0.0,1.0,0,0
4,0,69,0.007608395,0.0,0.0,11,8,2,0.0,0.0,0,0
2,0,10,0.016666667,0.0,0.0,5,3,2,0.0,1.0,1,0
0,0,97,0.027083332999999998,0.0,0.8,5,3,2,0.0,1.0,0,0
22,1,55,0.038292564,8.508237502,0.0,5,3,1,0.0,1.0,0,0
0,2,32,0.015787285,6.380862745,0.0,5,1,6,0.0,1.0,0,0
0,0,5,0.093333333,0.0,0.8,5,4,13,0.0,1.0,0,0
3,2,16,0.01,0.0,0.0,8,3,4,0.0,1.0,0,0
4,0,14,0.0125,0.0,0.0,5,4,4,0.0,1.0,1,0
0,0,2,0.2,0.0,0.4,5,3,3,0.0,1.0,0,0
4,0,14,0.028571429,0.0,0.0,3,3,10,0.0,0.0,0,0
7,4,37,0.018181818,60.42298474,0.0,11,1,2,0.0,1.0,0,1
0,0,1,0.2,0.0,0.0,12,3,2,0.0,1.0,0,0
0,0,7,0.00952381,0.0,0.0,3,1,2,0.0,1.0,0,0
0,0,44,0.029457364,0.0,0.0,11,5,1,0.0,1.0,0,0
0,0,4,0.075,0.0,0.0,12,2,3,0.0,0.0,0,0
3,0,26,0.060344827999999996,0.0,0.0,5,1,3,0.0,1.0,0,0
0,0,1,0.2,0.0,0.0,5,3,3,0.0,1.0,0,0
0,0,1,0.2,0.0,0.6,5,1,13,0.0,1.0,0,0
0,5,60,0.005026455,31.31885714,0.0,5,6,2,0.0,1.0,0,1
5,0,6,0.02,0.0,0.0,12,8,8,0.0,0.0,1,0
0,0,11,0.022222222000000003,0.0,0.0,12,3,2,0.0,0.0,0,0
2,0,43,0.01468254,41.53706414,0.0,11,9,2,0.0,1.0,0,0
5,0,27,0.016896552,9.128607511,0.0,10,1,13,0.0,1.0,0,0
0,0,19,0.015789473999999998,0.0,0.0,12,1,2,0.0,1.0,1,0
0,0,7,0.057142857000000005,0.0,0.0,3,3,3,0.0,1.0,1,0
7,0,23,0.021428571,0.0,0.0,11,3,3,0.0,1.0,1,0
0,0,6,0.033333333,0.0,0.0,12,1,2,0.0,1.0,0,0
2,5,71,0.017192982,0.0,0.8,5,1,4,0.0,1.0,0,0
0,0,2,0.05,0.0,0.0,11,1,10,0.0,0.0,0,0
2,0,11,0.015384615,0.0,0.0,11,7,2,0.0,1.0,0,0
0,0,10,0.088888889,0.0,0.4,5,1,4,0.0,1.0,0,0
0,0,65,0.026197917,0.0,0.0,9,9,3,0.0,1.0,0,0
0,0,62,0.003517665,0.0,0.0,3,1,3,0.0,1.0,1,0
3,0,12,0.014285714,0.0,0.0,3,1,2,0.0,0.0,1,0
4,0,20,0.009090909,30.52636364,0.0,5,6,3,0.0,1.0,0,1
9,0,27,0.009195402,0.0,0.0,3,7,2,0.0,0.0,0,0
0,0,32,0.00625,0.0,0.0,5,2,4,0.0,1.0,0,0
4,0,66,0.028298931,10.45437681,1.0,5,1,4,0.0,1.0,1,0
2,0,42,0.031007752000000003,0.0,0.0,3,6,1,0.0,1.0,0,0
1,0,10,0.018181818,9.905143745,0.0,12,1,2,0.0,0.0,1,1
0,0,7,0.028571429,0.0,0.0,11,4,8,0.0,1.0,0,0
6,1,18,0.002777778,0.0,0.0,9,5,2,0.0,0.0,0,0
7,0,59,0.010578704,28.52919049,0.0,6,1,20,0.0,1.0,0,1
9,2,60,0.003030303,63.64653548,0.0,12,7,2,0.0,1.0,0,1
0,0,12,0.030555556,0.0,0.0,11,1,1,0.0,1.0,0,0
1,0,71,0.034027778,0.0,0.0,7,7,1,0.0,1.0,1,0
0,0,12,0.018181818,0.0,0.0,5,1,3,0.0,1.0,1,0
6,0,17,0.01,0.0,0.0,10,8,2,0.0,0.0,0,0
0,0,19,0.035087718999999996,0.0,0.0,12,4,2,0.0,1.0,0,0
15,2,98,0.039029125,0.546128304,0.0,5,3,2,0.0,1.0,1,0
0,0,3,0.133333333,0.0,0.0,12,9,3,0.0,1.0,0,0
0,0,23,0.00952381,23.30000662,0.0,12,8,2,0.0,0.0,0,1
1,3,195,0.023180221,0.0,0.0,12,1,2,0.0,1.0,0,0
1,1,17,0.0,0.0,0.0,7,1,2,0.0,1.0,0,0
2,0,29,0.013888889,26.25948159,0.0,12,2,10,0.0,1.0,0,0
15,0,32,0.04411104,0.0,0.0,11,1,13,0.0,1.0,0,0
0,0,1,0.2,0.0,0.0,5,1,3,0.0,1.0,0,0
1,0,52,0.023193277,6.028854102,0.0,11,2,2,0.0,1.0,1,1
2,0,9,0.018181818,0.0,0.0,3,3,1,0.0,1.0,0,0
3,0,2,0.04,0.0,0.0,9,4,2,0.0,0.0,0,0
2,0,30,0.013333333000000001,16.1892,0.0,5,7,1,0.0,1.0,1,1
0,0,22,0.00952381,34.5222117,0.0,10,1,2,0.0,1.0,0,0
0,0,16,0.023492062999999997,0.0,0.0,5,7,4,0.0,1.0,0,0
8,0,52,0.003685897,0.0,0.0,11,1,3,0.0,1.0,0,0
8,1,19,0.023076923,0.0,0.0,5,7,1,0.0,1.0,0,0
0,0,3,0.066666667,0.0,0.0,6,3,1,0.0,1.0,1,0
1,0,15,0.026190476,0.0,0.0,11,7,1,0.0,1.0,0,0
4,0,51,0.00754717,0.0,0.6,2,9,3,0.0,1.0,0,0
4,0,17,0.025,0.0,0.0,11,4,8,0.0,1.0,0,0
0,0,1,0.2,0.0,0.0,11,6,1,0.0,1.0,1,0
0,0,5,0.02,0.0,0.0,12,1,3,0.0,1.0,0,0
7,4,26,0.018487395,18.26940096,0.0,11,9,2,0.0,0.0,1,1
0,1,45,0.014534161,7.880478261,0.0,5,3,6,0.0,1.0,1,0
2,0,46,0.05,0.0,0.0,11,3,2,0.0,1.0,0,0
0,0,24,0.041666667000000004,0.0,0.8,5,2,4,0.0,1.0,0,0
0,0,29,0.028965517000000003,0.0,0.0,3,1,13,0.0,1.0,0,0
0,0,28,0.067857143,0.0,0.0,12,4,1,0.0,1.0,0,0
7,0,39,0.01,0.0,0.0,5,1,3,0.0,1.0,1,0
0,1,77,0.023632241000000002,0.0,0.0,12,1,2,0.0,1.0,0,0
5,0,24,0.018518519,0.0,0.0,11,6,3,0.0,1.0,0,0
0,0,15,0.037777778,0.0,0.0,11,1,2,0.0,1.0,0,0
1,1,24,0.040740741000000004,0.0,0.0,5,1,3,0.0,1.0,0,0
13,3,39,0.009722221999999999,39.65538156,0.0,3,1,1,0.0,1.0,1,1
11,0,141,0.0042440279999999995,12.50786523,0.0,11,6,2,0.0,1.0,0,0
1,0,11,0.055833333,0.0,0.0,8,8,1,0.0,1.0,0,0
1,0,6,0.014285714,0.0,0.0,10,7,3,0.0,0.0,0,0
0,1,43,0.039015152000000004,0.0,0.0,5,6,3,0.0,1.0,1,0
2,0,106,0.009577934,0.0,0.0,5,3,6,0.0,1.0,0,0
11,0,67,0.012088888999999998,22.293190600000003,0.0,8,1,4,0.0,1.0,0,0
0,0,65,0.031250162000000005,0.0,0.8,5,6,3,0.0,1.0,0,0
2,1,40,0.013821138,0.0,0.0,11,3,2,0.0,1.0,0,0
2,0,47,0.009574468000000001,0.0,0.0,5,6,5,0.0,0.0,0,0
0,0,11,0.054545455,0.0,0.0,9,1,1,0.0,1.0,0,0
0,1,25,0.05327381,0.0,0.0,3,1,3,0.0,1.0,1,0
1,1,49,0.002040816,0.0,0.0,12,1,2,0.0,0.0,0,0
0,0,72,0.013842593,0.0,0.0,11,1,11,0.0,1.0,0,0
7,0,25,0.029012346,14.11909834,0.0,12,7,1,0.0,1.0,0,0
3,7,83,0.023535353999999998,0.0,0.0,5,2,13,0.0,1.0,0,0
3,0,9,0.05,0.0,0.0,8,1,5,0.0,1.0,0,0
2,0,45,0.0375,0.0,0.0,11,1,1,0.0,1.0,0,0
6,0,88,0.005128205,0.0,0.0,6,1,2,0.0,1.0,1,0
7,4,125,0.032705748,5.613708292,0.0,8,3,13,0.0,1.0,0,0
0,1,15,0.05,0.0,0.0,5,3,3,0.0,1.0,0,0
0,0,13,0.015384615,26.09995422,0.0,12,1,2,0.0,0.0,0,1
0,0,6,0.133333333,0.0,1.0,5,2,4,0.0,1.0,1,0
7,0,30,0.010557236999999999,0.0,0.0,11,4,2,0.0,0.0,0,0
2,0,4,0.025,0.0,0.2,5,1,19,0.0,1.0,0,0
0,0,2,0.2,0.0,0.0,5,6,6,0.0,1.0,0,0
4,0,9,0.006666666999999999,0.0,0.0,8,1,5,0.0,0.0,0,1
0,0,64,0.018958333,0.0,0.0,11,2,2,0.0,1.0,0,0
8,2,129,0.001704261,9.073052632000001,0.0,5,1,4,0.0,1.0,1,0
2,0,17,0.011111111000000002,0.0,0.0,3,9,2,0.0,1.0,0,0
4,2,16,0.014705882,0.0,0.0,5,6,13,0.0,1.0,0,0
2,0,5,0.033333333,0.0,0.0,10,3,6,0.0,1.0,0,1
0,0,10,0.011111111000000002,0.0,0.0,12,7,2,0.0,0.0,1,0
3,0,120,0.0074077480000000005,14.18391563,0.0,11,1,2,0.0,1.0,0,1
8,0,36,0.035238095,16.09065,0.6,5,1,3,0.0,1.0,0,0
0,0,15,0.013333333000000001,0.0,0.0,11,7,20,0.0,1.0,0,0
5,0,12,0.013333333000000001,0.0,0.0,11,9,8,0.0,0.0,0,0
1,0,4,0.0125,0.0,0.0,3,3,1,0.0,1.0,0,0
3,0,21,0.010763888999999999,0.0,0.0,10,3,2,0.0,1.0,0,0
2,2,13,0.019886364,0.0,0.0,8,3,2,0.0,1.0,0,0
10,2,51,0.017471264,3.0989999999999998,0.6,5,2,19,0.0,1.0,0,0
4,0,22,0.008333333,0.0,0.0,12,1,2,0.0,1.0,0,0
1,0,3,0.025,0.0,0.0,12,1,2,0.0,0.0,0,0
6,0,42,0.0053191490000000004,18.95323404,0.0,3,3,8,0.0,0.0,1,1
0,0,29,0.009315376,0.0,0.0,5,2,4,0.0,1.0,0,0
0,0,1,0.2,0.0,0.0,12,3,1,0.0,1.0,0,0
4,3,4,0.016666667,0.0,0.0,3,1,10,0.0,1.0,0,0
1,0,98,0.031102504,0.0,0.0,6,1,5,0.0,1.0,0,0
0,1,13,0.032142857000000004,0.0,0.0,3,2,1,0.0,1.0,0,0
0,0,2,0.1,0.0,0.0,5,7,3,0.0,1.0,0,0
0,0,2,0.066666667,0.0,0.8,2,1,3,0.0,1.0,0,0
9,1,62,0.017396907,7.891171006,0.0,3,1,10,0.0,1.0,0,0
0,2,16,0.071568627,0.0,0.0,12,3,2,0.0,1.0,0,0
0,0,25,0.036666667,10.4445,0.0,5,5,1,0.0,1.0,0,1
9,1,76,0.014859438,1.935491302,0.0,11,3,8,0.0,1.0,0,0
7,0,60,0.015465399999999999,2.627347196,0.0,12,8,10,0.0,1.0,1,1
0,0,1,0.2,0.0,0.0,11,7,13,0.0,1.0,0,0
0,3,36,0.038075929,0.0,0.0,11,1,2,0.0,1.0,0,0
1,0,63,0.039761905,8.137274078999999,0.0,11,2,1,0.0,1.0,0,1
9,0,38,0.04450757599999999,10.72117234,0.0,11,1,13,0.0,1.0,0,0
0,0,3,0.137426901,0.0,0.0,11,1,13,0.0,1.0,0,0
0,0,1,0.2,0.0,0.0,5,1,3,0.0,1.0,0,0
5,0,13,0.001960784,0.0,0.0,3,3,10,0.0,0.0,0,0
7,1,95,0.023369347999999998,19.34978396,0.0,11,3,10,0.0,1.0,0,1
4,6,82,0.012081072,0.0,0.0,11,1,2,0.0,1.0,1,0
2,0,28,0.023222222,5.417644444,0.0,3,1,2,0.0,1.0,0,1
5,0,60,0.042436975,0.0,0.0,11,1,2,0.0,1.0,0,0
0,0,107,0.01972313,0.0,0.0,11,1,2,0.0,1.0,0,0
0,0,8,0.05,0.0,0.0,11,9,20,0.0,1.0,0,0
0,0,3,0.033333333,0.0,0.0,5,2,13,0.0,1.0,0,0
0,0,6,0.133333333,0.0,0.0,3,1,1,0.0,1.0,0,0
2,1,22,0.036000000000000004,0.0,0.0,10,1,1,0.0,1.0,0,0
3,0,102,0.01,0.0,0.0,11,1,2,0.0,1.0,1,0
2,0,44,0.011363636000000002,19.21218939,0.0,5,3,2,0.0,1.0,0,1
2,0,33,0.007894736999999999,0.0,0.0,10,7,4,0.0,1.0,0,0
6,0,31,0.003655914,32.88667049,0.0,12,2,2,0.0,1.0,0,0
0,0,17,0.027058824,0.0,0.0,3,2,3,0.0,1.0,0,0
0,0,19,0.052631579000000005,0.0,0.0,5,3,19,0.0,1.0,0,0
0,0,32,0.039583333,0.0,0.0,3,3,1,0.0,1.0,0,0
0,0,4,0.075,0.0,0.0,3,1,1,0.0,1.0,0,0
0,0,6,0.166666667,0.0,0.4,5,4,13,0.0,1.0,0,0
0,0,5,0.04,0.0,0.0,12,3,6,0.0,1.0,0,0
0,2,42,0.025151515,0.0,0.0,11,1,2,0.0,0.0,0,0
3,0,6,0.022222222000000003,0.0,0.0,5,1,2,0.0,0.0,0,0
0,0,1,0.2,0.0,0.0,3,1,1,0.0,1.0,0,0
0,0,81,0.025308642000000003,0.0,0.6,5,3,2,0.0,1.0,0,0
2,0,37,0.005405405,11.77908986,0.0,12,3,2,0.0,0.0,0,1
0,0,15,0.029333333,0.0,0.0,12,2,2,0.0,1.0,0,0
5,0,23,0.056586058,0.0,0.0,11,1,1,0.0,1.0,0,1
0,0,3,0.2,0.0,0.0,11,4,10,0.0,1.0,1,0
0,0,1,0.066666667,0.0,0.0,11,4,3,1.0,0.0,0,0
5,0,94,0.013183348999999999,0.0,0.0,12,4,2,0.0,1.0,0,0
0,0,19,0.024561404,0.0,0.0,2,1,3,0.0,1.0,0,0
0,0,13,0.015384615,0.0,0.0,11,5,2,0.0,1.0,0,0
0,0,19,0.051929825,0.0,1.0,5,1,3,0.0,1.0,1,0
0,0,7,0.033333333,0.0,0.0,3,6,2,0.0,0.0,1,0
2,0,46,0.004081633,0.0,0.8,5,4,4,0.0,1.0,0,0
5,0,18,0.04,0.0,0.0,5,7,3,0.0,1.0,0,0
5,0,4,0.025,31.44363136,0.0,10,6,2,0.0,1.0,0,1
4,0,3,0.05,0.0,0.0,11,2,8,0.0,0.0,1,1
0,3,21,0.033333333,0.0,0.0,5,1,2,0.0,1.0,0,0
6,0,8,0.018181818,0.0,0.0,11,1,2,0.0,0.0,0,0
1,1,46,0.01558385,0.0,0.0,5,1,2,0.0,1.0,1,0
2,0,19,0.015873016,10.8692605,0.0,3,7,1,0.0,1.0,1,1
0,0,22,0.025,0.0,0.0,12,1,2,0.0,0.0,1,0
0,0,23,0.026077097999999996,0.0,0.0,12,2,13,0.0,1.0,0,0
0,0,1,0.2,0.0,0.0,5,3,1,0.0,1.0,0,0
0,0,60,0.021944444,0.0,0.0,12,3,2,0.0,1.0,0,0
5,0,5,0.04444444400000001,0.0,0.0,3,2,3,0.0,0.0,1,0
1,0,53,0.026923077000000004,0.0,0.4,5,9,20,0.0,1.0,0,0
0,5,31,0.036957672000000004,0.0,0.0,3,1,2,0.0,1.0,0,0
4,0,235,0.022527689,0.0,0.0,11,1,2,0.0,1.0,0,1
2,2,23,0.026000000000000002,0.0,0.0,5,2,2,0.0,1.0,0,0
0,0,47,0.003333333,97.19657367,0.0,11,1,10,0.0,1.0,0,1
3,0,35,0.019206774,0.0,0.0,7,6,1,0.0,1.0,0,0
4,2,71,0.05534246599999999,0.0,0.0,9,9,3,0.0,1.0,1,0
6,0,31,0.021212121,29.77472727,0.0,5,1,2,0.0,0.0,1,0
0,0,8,0.025,23.235,0.0,5,1,5,0.0,0.0,0,1
0,0,6,0.05,0.0,0.6,5,1,3,0.0,1.0,0,0
0,0,3,0.022222222000000003,0.0,0.2,5,8,1,0.0,1.0,0,0
3,0,6,0.028571429,0.0,0.0,5,7,3,0.0,0.0,0,0
4,0,82,0.007267442,27.75787044,0.0,11,3,1,0.0,1.0,0,1
5,4,4,0.009090909,0.0,0.0,11,1,2,0.0,0.0,0,1
7,2,262,0.013069803,0.0,0.0,6,1,4,0.0,1.0,0,0
0,0,2,0.1,0.0,0.0,3,3,3,0.0,1.0,0,0
0,0,1,0.1,0.0,0.8,5,3,3,0.0,1.0,0,0
0,0,89,0.020569813,0.0,0.0,11,1,2,0.0,1.0,1,0
0,0,17,0.005098039,0.0,0.0,5,1,2,0.0,1.0,0,0
0,0,3,0.066666667,0.0,0.0,3,1,1,0.0,1.0,1,0
6,0,174,0.019687687,0.0,0.0,11,1,2,0.0,1.0,0,1
3,2,53,0.005357143000000001,44.61199852,0.0,3,4,9,0.0,1.0,1,1
3,0,9,0.018181818,10.91300022,0.0,3,1,1,0.0,1.0,0,1
0,0,12,0.018181818,86.38799999999999,0.0,5,6,2,0.0,0.0,1,1
2,0,62,0.020625,4.964521194,0.0,9,3,2,0.0,1.0,1,0
1,0,13,0.0,58.9241766,0.0,8,3,4,0.0,0.0,0,1
0,0,9,0.047619048,0.0,0.6,5,2,2,0.0,1.0,0,0
1,0,123,0.017112135,3.3030599689999995,0.0,11,1,2,0.0,1.0,0,0
8,0,41,0.025876068,11.87691429,1.0,5,1,2,0.0,1.0,1,0
1,2,5,0.0375,0.0,0.0,12,1,2,0.0,1.0,0,0
1,3,15,0.021052632,0.0,0.0,5,6,4,0.0,1.0,1,0
6,4,50,0.008161036,11.80233651,0.0,5,1,2,0.0,1.0,0,0
1,0,7,0.033333333,0.0,0.0,5,1,13,0.0,0.0,0,0
0,0,4,0.05,0.0,0.0,12,6,2,0.0,1.0,0,0
1,0,22,0.024603175,0.0,0.0,8,7,6,0.0,1.0,0,0
0,0,10,0.04,14.0292,0.0,3,9,2,0.0,0.0,0,1
3,2,74,0.029308735,0.0,0.0,11,3,2,0.0,1.0,0,1
2,0,102,0.06053921599999999,0.0,0.0,10,1,13,0.0,1.0,0,0
0,0,10,0.06,0.0,0.8,5,3,1,0.0,1.0,0,0
2,2,10,0.021428571,0.0,0.0,10,3,3,0.0,0.0,0,0
0,0,10,0.027777778,38.20940741,0.0,5,3,4,0.0,1.0,1,1
3,0,15,0.020512821,0.0,0.0,11,3,11,0.0,1.0,1,0
0,0,12,0.083333333,0.0,0.0,5,1,13,0.0,1.0,0,0
0,0,12,0.03,0.0,0.0,5,6,4,0.0,1.0,0,0
4,3,2,0.04444444400000001,0.0,0.0,5,1,6,0.0,0.0,0,0
0,0,11,0.109090909,0.0,0.0,5,1,1,0.0,1.0,1,0
5,2,6,0.036363636,0.0,0.0,8,7,2,0.0,0.0,1,0
0,0,17,0.019607843,0.0,0.0,11,3,3,0.0,1.0,0,0
1,0,24,0.008333333,17.62211147,0.0,11,4,2,0.0,0.0,1,1
0,0,1,0.2,0.0,0.0,12,1,1,0.0,1.0,1,0
0,0,10,0.02,0.0,0.0,3,7,3,0.0,1.0,0,0
5,0,4,0.057142857000000005,0.0,0.8,5,3,4,0.0,0.0,0,0
2,0,6,0.025,0.0,0.0,12,4,2,0.0,0.0,0,0
5,1,10,0.018181818,0.0,0.0,12,8,2,0.0,1.0,0,0
0,0,12,0.016666667,0.0,0.0,11,3,2,0.0,1.0,0,0
6,0,3,0.007142857,0.0,0.0,8,9,5,0.0,0.0,1,0
10,1,101,0.019112158,51.36077038,0.0,11,3,2,0.0,1.0,1,1
0,0,8,0.029166667,0.0,0.0,11,3,11,0.0,1.0,1,0
0,0,1,0.2,0.0,0.0,11,1,6,0.0,1.0,0,0
0,0,6,0.033333333,0.0,0.4,2,3,2,0.0,1.0,0,0
4,0,174,0.009057596,0.0,0.0,12,4,1,0.0,1.0,0,0
2,0,15,0.04375,0.0,0.0,3,4,1,0.0,1.0,0,0
0,0,5,0.04,0.0,0.0,11,1,4,0.0,1.0,0,0
7,4,31,0.013342491000000001,11.92009615,0.0,3,7,2,0.0,1.0,0,1
2,0,4,0.025,0.0,0.0,11,1,3,0.0,0.0,0,0
